"ocid","release_id","id","title","description","status","date","amount","currency","correctedValue_amount","correctedValue_currency","enteredValue_amount","enteredValue_currency","contractPeriod_startDate","contractPeriod_endDate","contractPeriod_maxExtentDate","contractPeriod_durationInDays"
"ocds-5wno2w-CE-20230002320887-102033","CE-20230002320887-102033-2023-01-27T04:01:15.815Z","CE-20230002320887","","","active","","2.18","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002320888-102033","CE-20230002320888-102033-2023-01-27T04:01:15.835Z","CE-20230002320888","","","active","","5.60","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002320890-102033","CE-20230002320890-102033-2023-01-27T04:01:15.861Z","CE-20230002320890","","","active","","46.84","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002320891-102033","CE-20230002320891-102033-2023-01-27T04:01:15.887Z","CE-20230002320891","","","active","","12.38","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002321046-409148","CE-20230002321046-409148-2023-01-27T04:01:18.852Z","CE-20230002321046","","","active","","7.97","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002321074-901494","CE-20230002321074-901494-2023-01-27T04:01:20.082Z","CE-20230002321074","","","active","","69.16","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002321075-901494","CE-20230002321075-901494-2023-01-27T04:01:20.116Z","CE-20230002321075","","","active","","15.19","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002321076-901494","CE-20230002321076-901494-2023-01-27T04:01:20.137Z","CE-20230002321076","","","active","","241.92","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002321078-901494","CE-20230002321078-901494-2023-01-27T04:01:20.161Z","CE-20230002321078","","","active","","203.84","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002321079-901494","CE-20230002321079-901494-2023-01-27T04:01:20.180Z","CE-20230002321079","","","active","","87.29","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002321080-901494","CE-20230002321080-901494-2023-01-27T04:01:20.200Z","CE-20230002321080","","","active","","848.40","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002321491-107570","CE-20230002321491-107570-2023-01-27T04:01:30.051Z","CE-20230002321491","","","active","","22.96","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002321492-107570","CE-20230002321492-107570-2023-01-27T04:01:30.066Z","CE-20230002321492","","","active","","59.47","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002321493-107570","CE-20230002321493-107570-2023-01-27T04:01:30.076Z","CE-20230002321493","","","active","","47.60","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002321494-107570","CE-20230002321494-107570-2023-01-27T04:01:30.085Z","CE-20230002321494","","","active","","40.99","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002321495-107570","CE-20230002321495-107570-2023-01-27T04:01:30.092Z","CE-20230002321495","","","active","","14.11","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002321496-107570","CE-20230002321496-107570-2023-01-27T04:01:30.103Z","CE-20230002321496","","","active","","5.61","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002321497-107570","CE-20230002321497-107570-2023-01-27T04:01:30.115Z","CE-20230002321497","","","active","","4.37","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002321498-107570","CE-20230002321498-107570-2023-01-27T04:01:30.127Z","CE-20230002321498","","","active","","14.00","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002321503-107570","CE-20230002321503-107570-2023-01-27T04:01:30.175Z","CE-20230002321503","","","active","","4.31","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002321504-107570","CE-20230002321504-107570-2023-01-27T04:01:30.192Z","CE-20230002321504","","","active","","10.28","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002321505-107570","CE-20230002321505-107570-2023-01-27T04:01:30.204Z","CE-20230002321505","","","active","","20.16","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002321506-107570","CE-20230002321506-107570-2023-01-27T04:01:30.217Z","CE-20230002321506","","","active","","10.08","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002321507-107570","CE-20230002321507-107570-2023-01-27T04:01:30.229Z","CE-20230002321507","","","active","","12.88","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002321508-107570","CE-20230002321508-107570-2023-01-27T04:01:30.246Z","CE-20230002321508","","","active","","3.41","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002321509-107570","CE-20230002321509-107570-2023-01-27T04:01:30.259Z","CE-20230002321509","","","active","","28.00","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002321510-107570","CE-20230002321510-107570-2023-01-27T04:01:30.268Z","CE-20230002321510","","","active","","56.00","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002321511-107570","CE-20230002321511-107570-2023-01-27T04:01:30.279Z","CE-20230002321511","","","active","","1.96","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002321512-107570","CE-20230002321512-107570-2023-01-27T04:01:30.291Z","CE-20230002321512","","","active","","4.98","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002321513-107570","CE-20230002321513-107570-2023-01-27T04:01:30.308Z","CE-20230002321513","","","active","","17.47","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002321665-115480","CE-20230002321665-115480-2023-01-27T04:01:31.191Z","CE-20230002321665","","","active","","1.01","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002321666-115480","CE-20230002321666-115480-2023-01-27T04:01:31.221Z","CE-20230002321666","","","active","","1.23","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002321667-115480","CE-20230002321667-115480-2023-01-27T04:01:31.245Z","CE-20230002321667","","","active","","0.69","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002321668-115480","CE-20230002321668-115480-2023-01-27T04:01:31.263Z","CE-20230002321668","","","active","","0.16","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002321669-115480","CE-20230002321669-115480-2023-01-27T04:01:31.279Z","CE-20230002321669","","","active","","1.03","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002321670-115480","CE-20230002321670-115480-2023-01-27T04:01:31.297Z","CE-20230002321670","","","active","","2.91","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002321671-115480","CE-20230002321671-115480-2023-01-27T04:01:31.321Z","CE-20230002321671","","","active","","1.87","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002321672-115480","CE-20230002321672-115480-2023-01-27T04:01:31.337Z","CE-20230002321672","","","active","","20.16","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002321673-115480","CE-20230002321673-115480-2023-01-27T04:01:31.355Z","CE-20230002321673","","","active","","1.40","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002321674-115480","CE-20230002321674-115480-2023-01-27T04:01:31.378Z","CE-20230002321674","","","active","","0.65","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002321675-115480","CE-20230002321675-115480-2023-01-27T04:01:31.394Z","CE-20230002321675","","","active","","0.62","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002321676-115480","CE-20230002321676-115480-2023-01-27T04:01:31.412Z","CE-20230002321676","","","active","","3.14","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002321677-115480","CE-20230002321677-115480-2023-01-27T04:01:31.430Z","CE-20230002321677","","","active","","0.94","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002321678-115480","CE-20230002321678-115480-2023-01-27T04:01:31.454Z","CE-20230002321678","","","active","","2.06","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002321679-115480","CE-20230002321679-115480-2023-01-27T04:01:31.478Z","CE-20230002321679","","","active","","3.86","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002321680-115480","CE-20230002321680-115480-2023-01-27T04:01:31.496Z","CE-20230002321680","","","active","","29.12","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002321681-115480","CE-20230002321681-115480-2023-01-27T04:01:31.513Z","CE-20230002321681","","","active","","1.10","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002321682-115480","CE-20230002321682-115480-2023-01-27T04:01:31.531Z","CE-20230002321682","","","active","","11.42","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002321683-115480","CE-20230002321683-115480-2023-01-27T04:01:31.547Z","CE-20230002321683","","","active","","2.25","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002321684-115480","CE-20230002321684-115480-2023-01-27T04:01:31.564Z","CE-20230002321684","","","active","","1.39","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002321685-115480","CE-20230002321685-115480-2023-01-27T04:01:31.581Z","CE-20230002321685","","","active","","11.26","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002321689-115480","CE-20230002321689-115480-2023-01-27T04:01:31.949Z","CE-20230002321689","","","active","","1.38","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002321691-115480","CE-20230002321691-115480-2023-01-27T04:01:31.965Z","CE-20230002321691","","","active","","0.50","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002321692-115480","CE-20230002321692-115480-2023-01-27T04:01:31.980Z","CE-20230002321692","","","active","","1.38","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002321695-115480","CE-20230002321695-115480-2023-01-27T04:01:31.996Z","CE-20230002321695","","","active","","0.27","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002323667-3310","CE-20230002323667-3310-2023-01-27T04:02:31.540Z","CE-20230002323667","","","active","","17738.60","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002323794-755002","CE-20230002323794-755002-2023-01-27T04:02:40.329Z","CE-20230002323794","","","active","","48100.55","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002323975-960856","CE-20230002323975-960856-2023-01-27T04:02:50.267Z","CE-20230002323975","","","active","","131509.39","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002324113-41357","CE-20230002324113-41357-2023-01-27T04:02:54.009Z","CE-20230002324113","","","active","","218539.55","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002324177-28194","CE-20230002324177-28194-2023-01-27T04:02:54.549Z","CE-20230002324177","","","active","","7946.89","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002324238-99385","CE-20230002324238-99385-2023-01-27T04:02:57.202Z","CE-20230002324238","","","active","","108524.37","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002324239-94364","CE-20230002324239-94364-2023-01-27T04:02:57.231Z","CE-20230002324239","","","active","","43707.91","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002324270-41357","CE-20230002324270-41357-2023-01-27T04:02:57.605Z","CE-20230002324270","","","active","","220460.86","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002324275-39594","CE-20230002324275-39594-2023-01-27T04:02:57.627Z","CE-20230002324275","","","active","","52108.93","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002324343-199216","CE-20230002324343-199216-2023-01-27T04:02:58.169Z","CE-20230002324343","","","active","","13888.64","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002324491-871925","CE-20230002324491-871925-2023-01-27T04:02:59.246Z","CE-20230002324491","","","active","","32067.03","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002324555-63433","CE-20230002324555-63433-2023-01-27T04:02:59.798Z","CE-20230002324555","","","active","","14407.55","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002324559-3271","CE-20230002324559-3271-2023-01-27T04:02:59.818Z","CE-20230002324559","","","active","","1898.40","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002324561-123963","CE-20230002324561-123963-2023-01-27T04:02:59.837Z","CE-20230002324561","","","active","","636.61","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002324562-102084","CE-20230002324562-102084-2023-01-27T04:02:59.855Z","CE-20230002324562","","","active","","466.64","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002324563-102084","CE-20230002324563-102084-2023-01-27T04:02:59.884Z","CE-20230002324563","","","active","","115.72","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002324564-102084","CE-20230002324564-102084-2023-01-27T04:02:59.908Z","CE-20230002324564","","","active","","357.03","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002324565-102482","CE-20230002324565-102482-2023-01-27T04:02:59.930Z","CE-20230002324565","","","active","","219.52","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002324566-102482","CE-20230002324566-102482-2023-01-27T04:02:59.957Z","CE-20230002324566","","","active","","161.00","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002324567-102482","CE-20230002324567-102482-2023-01-27T04:02:59.975Z","CE-20230002324567","","","active","","236.62","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002324568-102482","CE-20230002324568-102482-2023-01-27T04:03:00.002Z","CE-20230002324568","","","active","","36.60","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002324569-102482","CE-20230002324569-102482-2023-01-27T04:03:00.020Z","CE-20230002324569","","","active","","60.34","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002324570-102482","CE-20230002324570-102482-2023-01-27T04:03:00.047Z","CE-20230002324570","","","active","","18.45","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002324571-102482","CE-20230002324571-102482-2023-01-27T04:03:00.071Z","CE-20230002324571","","","active","","10.75","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002324572-102482","CE-20230002324572-102482-2023-01-27T04:03:00.091Z","CE-20230002324572","","","active","","104.70","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002324573-102482","CE-20230002324573-102482-2023-01-27T04:03:00.111Z","CE-20230002324573","","","active","","108.50","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002324574-102482","CE-20230002324574-102482-2023-01-27T04:03:00.133Z","CE-20230002324574","","","active","","180.00","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002324575-102482","CE-20230002324575-102482-2023-01-27T04:03:00.145Z","CE-20230002324575","","","active","","243.00","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002324576-102482","CE-20230002324576-102482-2023-01-27T04:03:00.168Z","CE-20230002324576","","","active","","10.00","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002324577-102482","CE-20230002324577-102482-2023-01-27T04:03:00.185Z","CE-20230002324577","","","active","","474.00","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002324578-102482","CE-20230002324578-102482-2023-01-27T04:03:00.204Z","CE-20230002324578","","","active","","350.00","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002324579-102482","CE-20230002324579-102482-2023-01-27T04:03:00.227Z","CE-20230002324579","","","active","","220.40","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002324580-102482","CE-20230002324580-102482-2023-01-27T04:03:00.251Z","CE-20230002324580","","","active","","499.50","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002324581-102482","CE-20230002324581-102482-2023-01-27T04:03:00.265Z","CE-20230002324581","","","active","","112.50","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002324582-102482","CE-20230002324582-102482-2023-01-27T04:03:00.282Z","CE-20230002324582","","","active","","350.00","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002324583-102482","CE-20230002324583-102482-2023-01-27T04:03:00.303Z","CE-20230002324583","","","active","","24.80","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002324584-102482","CE-20230002324584-102482-2023-01-27T04:03:00.327Z","CE-20230002324584","","","active","","9.04","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002324585-102482","CE-20230002324585-102482-2023-01-27T04:03:00.350Z","CE-20230002324585","","","active","","105.80","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002324586-102482","CE-20230002324586-102482-2023-01-27T04:03:00.376Z","CE-20230002324586","","","active","","94.70","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002324587-102482","CE-20230002324587-102482-2023-01-27T04:03:00.398Z","CE-20230002324587","","","active","","374.16","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002324588-102482","CE-20230002324588-102482-2023-01-27T04:03:00.423Z","CE-20230002324588","","","active","","65.70","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002324589-102482","CE-20230002324589-102482-2023-01-27T04:03:00.444Z","CE-20230002324589","","","active","","268.80","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002324590-102482","CE-20230002324590-102482-2023-01-27T04:03:00.468Z","CE-20230002324590","","","active","","102.85","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002324591-102482","CE-20230002324591-102482-2023-01-27T04:03:00.487Z","CE-20230002324591","","","active","","42.77","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002324592-102482","CE-20230002324592-102482-2023-01-27T04:03:00.510Z","CE-20230002324592","","","active","","12.60","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002324593-102482","CE-20230002324593-102482-2023-01-27T04:03:00.528Z","CE-20230002324593","","","active","","448.50","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002324594-102482","CE-20230002324594-102482-2023-01-27T04:03:00.547Z","CE-20230002324594","","","active","","399.75","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002324595-102482","CE-20230002324595-102482-2023-01-27T04:03:00.564Z","CE-20230002324595","","","active","","429.00","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002324596-102482","CE-20230002324596-102482-2023-01-27T04:03:00.581Z","CE-20230002324596","","","active","","180.00","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002324597-102482","CE-20230002324597-102482-2023-01-27T04:03:00.601Z","CE-20230002324597","","","active","","224.00","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002324598-102482","CE-20230002324598-102482-2023-01-27T04:03:00.617Z","CE-20230002324598","","","active","","29.00","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002324599-102482","CE-20230002324599-102482-2023-01-27T04:03:00.639Z","CE-20230002324599","","","active","","712.14","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002324600-102482","CE-20230002324600-102482-2023-01-27T04:03:00.662Z","CE-20230002324600","","","active","","87.92","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002324601-102482","CE-20230002324601-102482-2023-01-27T04:03:00.680Z","CE-20230002324601","","","active","","54.45","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002324602-102482","CE-20230002324602-102482-2023-01-27T04:03:00.707Z","CE-20230002324602","","","active","","423.00","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002324603-102482","CE-20230002324603-102482-2023-01-27T04:03:00.729Z","CE-20230002324603","","","active","","61.10","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002324604-102482","CE-20230002324604-102482-2023-01-27T04:03:00.751Z","CE-20230002324604","","","active","","45.24","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002324605-102482","CE-20230002324605-102482-2023-01-27T04:03:00.772Z","CE-20230002324605","","","active","","53.45","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002324606-102482","CE-20230002324606-102482-2023-01-27T04:03:00.791Z","CE-20230002324606","","","active","","405.00","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002324607-102482","CE-20230002324607-102482-2023-01-27T04:03:00.813Z","CE-20230002324607","","","active","","80.26","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002324608-102482","CE-20230002324608-102482-2023-01-27T04:03:00.834Z","CE-20230002324608","","","active","","245.33","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002324609-102482","CE-20230002324609-102482-2023-01-27T04:03:00.855Z","CE-20230002324609","","","active","","82.42","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002324610-102482","CE-20230002324610-102482-2023-01-27T04:03:00.877Z","CE-20230002324610","","","active","","63.04","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002324611-102482","CE-20230002324611-102482-2023-01-27T04:03:00.897Z","CE-20230002324611","","","active","","507.82","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002324612-102482","CE-20230002324612-102482-2023-01-27T04:03:00.917Z","CE-20230002324612","","","active","","140.80","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002324615-102482","CE-20230002324615-102482-2023-01-27T04:03:00.976Z","CE-20230002324615","","","active","","306.00","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002324616-102482","CE-20230002324616-102482-2023-01-27T04:03:00.997Z","CE-20230002324616","","","active","","185.40","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002324617-102482","CE-20230002324617-102482-2023-01-27T04:03:01.018Z","CE-20230002324617","","","active","","95.00","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002324618-102482","CE-20230002324618-102482-2023-01-27T04:03:01.038Z","CE-20230002324618","","","active","","152.82","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002324619-102482","CE-20230002324619-102482-2023-01-27T04:03:01.059Z","CE-20230002324619","","","active","","130.50","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002324620-102482","CE-20230002324620-102482-2023-01-27T04:03:01.077Z","CE-20230002324620","","","active","","19.53","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002324621-102482","CE-20230002324621-102482-2023-01-27T04:03:01.095Z","CE-20230002324621","","","active","","15.16","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002324622-102482","CE-20230002324622-102482-2023-01-27T04:03:01.116Z","CE-20230002324622","","","active","","55.80","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002324623-102482","CE-20230002324623-102482-2023-01-27T04:03:01.137Z","CE-20230002324623","","","active","","61.35","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002324624-102482","CE-20230002324624-102482-2023-01-27T04:03:01.158Z","CE-20230002324624","","","active","","297.00","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002324625-102482","CE-20230002324625-102482-2023-01-27T04:03:01.176Z","CE-20230002324625","","","active","","82.40","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002324626-102482","CE-20230002324626-102482-2023-01-27T04:03:01.195Z","CE-20230002324626","","","active","","47.00","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002324627-102482","CE-20230002324627-102482-2023-01-27T04:03:01.216Z","CE-20230002324627","","","active","","421.20","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002324628-102482","CE-20230002324628-102482-2023-01-27T04:03:01.241Z","CE-20230002324628","","","active","","1047.60","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002324629-102482","CE-20230002324629-102482-2023-01-27T04:03:01.264Z","CE-20230002324629","","","active","","7.80","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002324630-102482","CE-20230002324630-102482-2023-01-27T04:03:01.281Z","CE-20230002324630","","","active","","120.92","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002324631-102482","CE-20230002324631-102482-2023-01-27T04:03:01.295Z","CE-20230002324631","","","active","","169.10","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002324632-102482","CE-20230002324632-102482-2023-01-27T04:03:01.312Z","CE-20230002324632","","","active","","159.60","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002324633-2418","CE-20230002324633-2418-2023-01-27T04:03:01.330Z","CE-20230002324633","","","active","","13979.39","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002324634-2418","CE-20230002324634-2418-2023-01-27T04:03:01.361Z","CE-20230002324634","","","active","","36.09","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002324635-2418","CE-20230002324635-2418-2023-01-27T04:03:01.388Z","CE-20230002324635","","","active","","8325.61","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002324636-2418","CE-20230002324636-2418-2023-01-27T04:03:01.414Z","CE-20230002324636","","","active","","9959.49","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002324637-2418","CE-20230002324637-2418-2023-01-27T04:03:01.451Z","CE-20230002324637","","","active","","9520.45","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002324638-926666","CE-20230002324638-926666-2023-01-27T04:03:01.484Z","CE-20230002324638","","","active","","2797.20","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002324641-926666","CE-20230002324641-926666-2023-01-27T04:03:01.503Z","CE-20230002324641","","","active","","5594.40","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002324642-441952","CE-20230002324642-441952-2023-01-27T04:03:01.519Z","CE-20230002324642","","","active","","168.45","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002324643-441952","CE-20230002324643-441952-2023-01-27T04:03:01.535Z","CE-20230002324643","","","active","","181.17","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002324644-441952","CE-20230002324644-441952-2023-01-27T04:03:01.551Z","CE-20230002324644","","","active","","830.59","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002324645-708053","CE-20230002324645-708053-2023-01-27T04:03:01.568Z","CE-20230002324645","","","active","","23648.49","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002324646-288567","CE-20230002324646-288567-2023-01-27T04:03:01.596Z","CE-20230002324646","","","active","","348.95","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002324647-288567","CE-20230002324647-288567-2023-01-27T04:03:01.624Z","CE-20230002324647","","","active","","1183.44","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002324648-288567","CE-20230002324648-288567-2023-01-27T04:03:01.644Z","CE-20230002324648","","","active","","511.22","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002324649-288567","CE-20230002324649-288567-2023-01-27T04:03:01.668Z","CE-20230002324649","","","active","","1011.05","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002324650-288567","CE-20230002324650-288567-2023-01-27T04:03:01.690Z","CE-20230002324650","","","active","","171.63","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002324677-116367","CE-20230002324677-116367-2023-01-27T04:03:01.707Z","CE-20230002324677","","","active","","1564.00","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002324702-124509","CE-20230002324702-124509-2023-01-27T04:03:01.726Z","CE-20230002324702","","","active","","420.00","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002324723-118403","CE-20230002324723-118403-2023-01-27T04:03:01.742Z","CE-20230002324723","","","active","","190.32","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002324724-118403","CE-20230002324724-118403-2023-01-27T04:03:01.764Z","CE-20230002324724","","","active","","101.21","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002324725-118403","CE-20230002324725-118403-2023-01-27T04:03:01.783Z","CE-20230002324725","","","active","","2419.20","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002324726-118403","CE-20230002324726-118403-2023-01-27T04:03:01.804Z","CE-20230002324726","","","active","","599.40","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002324727-118403","CE-20230002324727-118403-2023-01-27T04:03:01.817Z","CE-20230002324727","","","active","","162.14","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002324728-118403","CE-20230002324728-118403-2023-01-27T04:03:01.837Z","CE-20230002324728","","","active","","551.04","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002324729-118403","CE-20230002324729-118403-2023-01-27T04:03:01.858Z","CE-20230002324729","","","active","","988.53","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002324730-118403","CE-20230002324730-118403-2023-01-27T04:03:01.880Z","CE-20230002324730","","","active","","58.00","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002324731-118403","CE-20230002324731-118403-2023-01-27T04:03:01.900Z","CE-20230002324731","","","active","","83.20","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002324732-118403","CE-20230002324732-118403-2023-01-27T04:03:01.921Z","CE-20230002324732","","","active","","159.80","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002324733-118403","CE-20230002324733-118403-2023-01-27T04:03:01.942Z","CE-20230002324733","","","active","","1531.48","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002324734-118403","CE-20230002324734-118403-2023-01-27T04:03:01.964Z","CE-20230002324734","","","active","","1084.50","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002324743-39594","CE-20230002324743-39594-2023-01-27T04:03:01.986Z","CE-20230002324743","","","active","","7092.42","USD","","","","","","","",""
